Date,NIFTY,GOLD,Ratio,Up,Dn,Signal,Target,RetN,RetG,Held,StratRet,StratEq,NiftyEq,GoldEq,BalEq
2021-07-08,169.47000122070312,41.7400016784668,4.060134029849137,4.1739882273472935,3.97208532930823,,NIFTY,-0.005807846146726248,0.0004793973436834076,NIFTY,-0.005807846146726248,100236.5847750378,104334.18017753295,98909.9547958382,101605.7274929228
2021-07-09,169.07000732421875,41.58000183105469,4.066137563225072,4.1739882273472935,3.97208532930823,,NIFTY,-0.002360263725752043,-0.003833249664066285,NIFTY,-0.002360263725752043,100000.00000000003,104087.92399670383,98530.80824484424,101291.07927606798
2021-07-12,169.0399932861328,41.5,4.07325285026826,4.1739882273472935,4.031598998009814,,NIFTY,-0.00017752432001960639,-0.0019240458761821122,NIFTY,-0.00017752432001960639,99982.24756799806,104069.44585877407,98341.23044956387,101184.64411939411
2021-07-13,170.1699981689453,41.52000045776367,4.098506654450816,4.1739882273472935,4.031598998009814,,NIFTY,0.006684837480440242,0.0004819387412933196,NIFTY,0.006684837480440242,100650.61264391927,104765.13319101946,98388.62489838398,101547.22797013384
2021-07-14,170.60000610351562,41.63999938964844,4.097022300771844,4.1739882273472935,4.031598998009814,,NIFTY,0.002526931534331922,0.0028901476532217085,NIFTY,0.002526931534331922,100904.94985095903,105029.86750977831,98672.98255173775,101822.27265772925
2021-07-15,171.27999877929688,41.97999954223633,4.080038128799193,4.1739882273472935,4.060134029849137,,NIFTY,0.003985888929972425,0.008165229528615647,NIFTY,0.003985888929972425,101307.1457735494,105448.50489600202,99478.67010254576,102440.89990612262
2021-07-16,171.41000366210938,41.84999847412109,4.0958186358860855,4.1739882273472935,4.060134029849137,,NIFTY,0.0007590196388314041,-0.0030967381975420816,NIFTY,0.0007590196388314041,101384.0398867455,105528.5423821035,99170.61070499851,102321.16090968184
2021-07-19,169.77000427246094,41.619998931884766,4.079048741695219,4.1739882273472935,4.060134029849137,,NIFTY,-0.00956769940266311,-0.005495807661224816,NIFTY,-0.00956769940266311,100414.0278688815,104518.87701019034,98625.58810291764,101550.50314460773
2021-07-20,168.5399932861328,41.68999862670898,4.042696062315448,4.1739882273472935,4.060134029849137,GOLD,GOLD,-0.0072451608374475285,0.00168187642048645,NIFTY,-0.0072451608374475285,99686.51208663551,103761.62093570211,98791.46415400456,101268.02597876827
2021-07-22,170.36000061035156,41.29999923706055,4.1249395582913,4.1739882273472935,4.042696062315448,,GOLD,0.010798667359199987,-0.009354747001564467,GOLD,-0.009354747001564467,98753.96998659664,104882.10816483817,97867.2950009297,101341.13746091242
2021-07-23,170.57000732421875,41.36000061035156,4.12403299823764,4.1739882273472935,4.042696062315448,,GOLD,0.0012327231340385492,0.0014528177820685162,GOLD,0.0014528177820685162,98897.44151024304,105011.3987659197,98009.47834739002,101477.21534648049
2021-07-26,170.27999877929688,41.400001525878906,4.113043297180939,4.1739882273472935,4.042696062315448,,GOLD,-0.0017002317668347589,0.0009671401096964516,GOLD,0.0009671401096964516,98993.08919267394,104832.85504985813,98104.26724503019,101440.01929650041
2021-07-27,169.67999267578125,41.34999847412109,4.1035066248424545,4.1739882273472935,4.042696062315448,,GOLD,-0.0035236440440271632,-0.0012078031380400311,GOLD,-0.0012078031380400311,98873.52502890275,104463.46138454335,97985.77660319653,101200.04024977578
2021-07-28,169.33999633789062,41.369998931884766,4.093304343969334,4.1739882273472935,4.042696062315448,,GOLD,-0.002003750309798047,0.0004836870254347758,GOLD,0.0004836870254347758,98921.34887011824,104254.1426914315,98033.17105201664,101123.1250169959
2021-07-29,169.9499969482422,41.68000030517578,4.0774950984618386,4.1739882273472935,4.042696062315448,,GOLD,0.003602224067221549,0.007493386059821416,GOLD,0.007493386059821416,99662.60472676031,104629.68947334212,98767.77144937792,101684.13640200431
